"","level_0","index","series_name","network","season","title","imdb","engagement","date_aired","run_time","format","monster_name","monster_gender","monster_type","monster_subtype","monster_species","monster_real","monster_amount","caught_fred","caught_daphnie","caught_velma","caught_shaggy","caught_scooby","captured_fred","captured_daphnie","captured_velma","captured_shaggy","captured_scooby","unmask_fred","unmask_daphnie","unmask_velma","unmask_shaggy","unmask_scooby","snack_fred","snack_daphnie","snack_velma","snack_shaggy","snack_scooby","unmask_other","caught_other","caught_not","trap_work_first","setting_terrain","setting_country_state","suspects_amount","non_suspect","arrested","culprit_name","culprit_gender","culprit_amount","motive","if_it_wasnt_for","and_that","door_gag","number_of_snacks","split_up","another_mystery","set_a_trap","jeepers","jinkies","my_glasses","just_about_wrapped_up","zoinks","groovy","scooby_doo_where_are_you","rooby_rooby_roo","batman","scooby_dum","scrappy_doo","hex_girls","blue_falcon","fred_va","daphnie_va","velma_va","shaggy_va","scooby_va"
"524",523,524,"Lego","Warner Home Video","Movie","LEGO Scooby-Doo! Blowout Beach Bash",6.2,187.88,"2017-07-25",77,"Movie","Ghost Pirate,Ghost Pirate","Male,Female","Ghost,Ghost","Pirate,Pirate","Human,Human","False",2,"False","False","True","False","False","True","True","True","True","True","False","False","True","False","False","False","True","False","False","False","False","False","False","False","Coast","United States",9,"False","True","Rob Holdout,Laura Holdout,Chad Holdout,Krissy Holdout,Sheriff,Deputy","Male,Female,Male,Female,Male,Male",6,"Treasure","our meddling kids","","False","1 box",0,0,0,1,13,1,0,2,0,1,1,"False","False","False","False","False","Frank Welker","Grey DeLisle","Kate Micucci","Matthew Lillard","Frank Welker"
"525",524,525,"Be Cool, Scooby-Doo!","Boomerang","2","Some Fred Time",5.2,179.76,"2017-11-14",22,"Serie","Dorsal Foot","Male","Animal","Humanoid","Shark","False",1,"True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","Coast","United States",3,"False","True","Bellington","Male",1,"Competition","","","False","0",0,0,0,0,0,0,0,1,0,0,1,"False","False","False","False","False","Frank Welker","Grey DeLisle","Kate Micucci","Matthew Lillard","Frank Welker"
"526",525,526,"Be Cool, Scooby-Doo!","Boomerang","2","There Wolf",4.5,173.76,"2017-11-15",22,"Serie","Werewolf","Male","Animal","Werewolf","Human","False",1,"True","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","True","Forest","United States",3,"False","True","Miguel","Male",1,"Theft","mimes","","False","0",1,0,0,0,1,0,0,1,0,0,0,"False","False","False","False","False","Frank Welker","Grey DeLisle","Kate Micucci","Matthew Lillard","Frank Welker"
"527",526,527,"Be Cool, Scooby-Doo!","Boomerang","2","Renn Scare",6.3,201.36,"2017-11-15",22,"Serie","Jester Monster","Male","Disguised","Jester","Human","False",1,"False","False","True","False","False","True","True","True","True","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","Forest","United States",3,"False","True","Harvey","Male",1,"Competition","","","False","0",1,1,0,0,0,0,0,0,0,0,0,"False","False","False","False","False","Frank Welker","Grey DeLisle","Kate Micucci","Matthew Lillard","Frank Welker"
"528",527,528,"Be Cool, Scooby-Doo!","Boomerang","2","How to Train Your Coward",4.8,181.19,"2017-12-21",22,"Serie","Vampire","Male","Undead","Vampire","Human","False",1,"True","True","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","Rural","United States",3,"False","True","Sheriff Boon,Paco","Male,Male",2,"Theft","actually I can't get mad at my little meddling munchkins","","False","0",1,0,0,0,1,0,0,1,0,0,0,"False","False","False","False","False","Frank Welker","Grey DeLisle","Kate Micucci","Matthew Lillard","Frank Welker"
"529",528,529,"Be Cool, Scooby-Doo!","Boomerang","2","Worst in Show",5.6,214.38,"2017-11-17",22,"Serie","Houndbeast","Male","Animal","Beast","Hound","False",1,"False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","Urban","New York",4,"False","True","Estelle Brady","Female",1,"Competition","I gotta say that very impressive song and dance routine well done","plus the meddling stuff","False","0",1,0,0,0,0,0,0,0,0,0,0,"False","False","False","False","False","Frank Welker","Grey DeLisle","Kate Micucci","Matthew Lillard","Frank Welker"
"530",529,530,"Be Cool, Scooby-Doo!","Boomerang","2","Mysteries on the Disorient Express",6,205.93,"2017-11-18",22,"Serie","Grim Reaper,Mummy,Tengu,Tarasque,Tzitzimitl,Manticore,Haniver,Hemogoblin","Male,Male,Male,Male,Female,Male,Male,Male","Undead,Undead,Mythical,Mythical,Magician,Mythical,Mythical,Mythical","Skeleton,Mummy,Humanoid,Humanoid,Shaman,Beast,Beast,Goblin","Human,Human,Chicken,Turtle,Human,Manticore,Beast,Goblin","False",8,"True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","Rural","United States",4,"True","True","Tobor,Ichi,Other Spies","Male,Female,Male",3,"Theft","","","False","0",0,0,0,0,0,0,0,0,0,0,0,"False","False","False","False","False","Frank Welker","Grey DeLisle","Kate Micucci","Matthew Lillard","Frank Welker"
"531",530,531,"Be Cool, Scooby-Doo!","Boomerang","2","Halloween",4.6,154.45,"2017-09-28",22,"Serie","Baba Yaga,Baba Yaga House","Female,Male","Magician,Possessed Object","Witch,House","Human,House","False",2,"False","False","False","True","True","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","True","Urban","United States",3,"False","True","Mrs. Clune,Mr. Clune","Female,Male",2,"Competition","","","False","0",0,0,0,0,0,0,0,1,0,0,0,"False","False","False","False","False","Frank Welker","Grey DeLisle","Kate Micucci","Matthew Lillard","Frank Welker"
"532",531,532,"Be Cool, Scooby-Doo!","Boomerang","2","The Curse of Kaniaku",4.7,163.66,"2017-11-19",22,"Serie","Kaniaku","Male","Animal","Demon","Crab","False",1,"True","False","False","False","False","True","True","True","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","Urban","Japan",4,"False","True","Mr. Kagawa","Male",1,"Competition","","","False","0",0,0,0,0,0,0,0,0,0,0,0,"False","False","False","False","False","Frank Welker","Grey DeLisle","Kate Micucci","Matthew Lillard","Frank Welker"
"533",532,533,"Be Cool, Scooby-Doo!","Boomerang","2","Vote Velma",4.1,153.3,"2017-11-19",22,"Serie","Ghost of Amos Littlefield","Male","Ghost","Ghost","Human","False",1,"False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","Urban","United States",5,"False","True","Violet Oberon","Female",2,"Competition","","","False","0",1,0,0,0,0,0,0,0,0,0,1,"False","False","False","False","False","Frank Welker","Grey DeLisle","Kate Micucci","Matthew Lillard","Frank Welker"
"534",533,534,"Be Cool, Scooby-Doo!","Boomerang","2","Scroogey Doo",6.4,205.19,"2017-11-30",22,"Serie","Ghost of Jacob Marley,Ghost of Christmas Past,Ghost of Christmas Present,Ghost of Christmas Future","Male,Female,Male,Male","Ghost,Ghost,Ghost,Ghost","Ghost,Ghost,Ghost,Ghost","Human,Human,Human,Human","False",4,"False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","Urban","England",4,"False","True","Dr. Buggly","Male",1,"Theft","","","False","0",0,0,0,0,0,0,0,0,0,0,0,"False","False","False","False","False","Frank Welker","Grey DeLisle","Kate Micucci","Matthew Lillard","Frank Welker"
"535",534,535,"Be Cool, Scooby-Doo!","Boomerang","2","In Space",3.9,136.39,"2017-11-20",22,"Serie","Space Kook","Male","Extraterrestrial","Humanoid","Alien","False",1,"True","False","False","False","False","False","True","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","","Space","Space",3,"True","True","Officer Soung","Male",1,"Natural Resource","","","False","0",1,0,0,0,0,0,0,0,0,0,0,"False","False","False","False","False","Frank Welker","Grey DeLisle","Kate Micucci","Matthew Lillard","Frank Welker"
"536",535,536,"Be Cool, Scooby-Doo!","Boomerang","2","Doo Not Distrub",5.6,213.32,"2017-11-21",22,"Serie","Ghost of Mother","Female","Undead","Zombie","Human","False",1,"False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","True","False","False","Snow","United States",2,"True","True","Josh","Male",1,"Competition","","","False","0",1,0,0,0,0,0,0,0,0,0,0,"False","False","False","False","False","Frank Welker","Grey DeLisle","Kate Micucci","Matthew Lillard","Frank Welker"
"537",536,537,"Be Cool, Scooby-Doo!","Boomerang","2","Silver Scream",5.9,188.72,"2017-11-22",22,"Serie","Ghost of Archie Barnes","Male","Ghost","Ghost","Human","False",1,"True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","Rural","California",5,"False","True","Lori Logan","Female",1,"Competition","you meddling with it","","True","0",0,0,0,0,0,0,0,0,0,0,0,"False","False","False","False","False","Frank Welker","Grey DeLisle","Kate Micucci","Matthew Lillard","Frank Welker"
"538",537,538,"Be Cool, Scooby-Doo!","Boomerang","2","Fright of Hand",5.1,167.23,"2017-11-22",22,"Serie","Mutant Rabbit","Male","Animal","Giant","Rabbit","False",1,"True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","Urban","United States",3,"True","True","Saul Twinkelshine,Greg Twinkelshine","Male,Male",2,"Competition","","","False","0",1,0,0,0,0,0,0,0,0,0,0,"False","False","False","False","False","Frank Welker","Grey DeLisle","Kate Micucci","Matthew Lillard","Frank Welker"
"539",538,539,"Be Cool, Scooby-Doo!","Boomerang","2","Greece in the World",5.4,189.72,"2017-11-23",22,"Serie","Arachne","Female","Mythical","Humanoid","Spider","False",1,"False","True","False","False","False","True","False","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","Rural","Greece",4,"False","True","Aeslop,Prince Shlemielius","Male,Male",2,"Competition","the itching","","False","0",1,0,1,0,0,0,0,0,0,0,0,"False","False","False","False","False","Frank Welker","Grey DeLisle","Kate Micucci","Matthew Lillard","Frank Welker"
"540",539,540,"Warner Home Video","Cartoon Network","Movie","Batman: The Brave and the Bold: Bat-Mite Presents: Batman's Strangest Cases!",4.7,169.28,"2018-01-09",75,"Movie","Crimson Cloak","Male","Ghost","Phantom","Human","False",1,"True","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","True","False","True","True","False","","Urban","United States",15,"True","True","Clayface,The Riddler","Male,Male",2,"Conquer","you meddling kids","","False","several",1,1,0,4,8,0,0,5,0,0,1,"True","False","False","False","False","Frank Welker","Grey DeLisle","Kate Micucci","Matthew Lillard","Frank Welker"
"541",540,541,"Be Cool, Scooby-Doo!","Boomerang","2","American Goth",5,158.01,"2018-03-08",22,"Serie","Plant Monster","Male","Plant","Humanoid","Bush","False",1,"True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","Urban","United States",4,"False","True","Dorbin","Male",1,"Competition","","","False","0",1,0,0,0,0,0,0,1,0,0,0,"False","False","False","False","False","Frank Welker","Grey DeLisle","Kate Micucci","Matthew Lillard","Frank Welker"
"542",541,542,"Be Cool, Scooby-Doo!","Boomerang","2","Omelettes Are Forever",5.5,184.42,"2018-03-09",22,"Serie","Minus","Male","Disguised","Mutant","Human","False",1,"False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","","Urban","United States",4,"False","True","Bubby,Dillingsley","Female,Male",2,"Competition","","","False","0",0,0,0,0,0,0,0,0,0,0,0,"False","False","False","False","False","Frank Welker","Grey DeLisle","Kate Micucci","Matthew Lillard","Frank Welker"
"543",542,543,"Be Cool, Scooby-Doo!","Boomerang","2","Ghost in the Mystery Machine",4.4,168.69,"2018-03-10",22,"Serie","The Mystery Machine","Female","Possessed Object","Car","Vehicle","False",1,"False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","","Desert","United States",4,"False","True","Dr. Blum,Lori Walsh","Male,Female",2,"Competition","","","False","0",0,0,0,0,0,0,0,0,0,0,0,"False","False","False","False","False","Frank Welker","Grey DeLisle","Kate Micucci","Matthew Lillard","Frank Welker"
"544",543,544,"Be Cool, Scooby-Doo!","Boomerang","2","Naughty or Ice",4.6,167.49,"2018-03-11",22,"Serie","Ice Man","Male","Ancient","Caveman","Human","False",1,"False","True","False","False","False","True","True","True","True","True","True","False","False","False","False","False","False","False","False","False","False","False","False","","Snow","United States",3,"False","True","Mrs. Anja","Female",1,"Theft","","","False","0",1,0,0,0,0,0,0,1,0,0,0,"False","False","False","False","False","Frank Welker","Grey DeLisle","Kate Micucci","Matthew Lillard","Frank Welker"
"545",544,545,"Be Cool, Scooby-Doo!","Boomerang","2","Night of the Upsetting Shorts",5.2,169.7,"2018-03-12",22,"Serie","Ape Man","Male","Animal","Half-Human","Ape","False",1,"False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","True","False","True","Urban","Florida",5,"False","False","Grammy Rodgers","Female",1,"Competition","","","False","0",2,0,0,0,0,1,0,0,0,0,0,"False","False","False","False","False","Frank Welker","Grey DeLisle","Kate Micucci","Matthew Lillard","Frank Welker"
"546",545,546,"Be Cool, Scooby-Doo!","Boomerang","2","Junkyard Dogs",4.7,164.09,"2018-03-13",22,"Serie","Trash Monster","Male","Mechanical","Robot","Robot","False",1,"False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","Rural","United States",3,"False","True","Officer Mike","Male",1,"Theft","you meddling little friends","","False","0",0,0,0,0,1,0,0,0,0,0,0,"False","False","False","False","False","Frank Welker","Grey DeLisle","Kate Micucci","Matthew Lillard","Frank Welker"
"547",546,547,"Be Cool, Scooby-Doo!","Boomerang","2","Protein Titans 2",5.4,180.09,"2018-03-14",22,"Serie","Ghost Chef","Male","Ghost","Chef","Human","False",1,"False","False","False","True","True","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","True","Urban","California",4,"False","True","Zara,Megan Flemmming","Female,Female",2,"Competition","blah, blah, blah","","False","0",0,0,0,0,1,0,0,1,0,0,0,"False","False","False","False","False","Frank Welker","Grey DeLisle","Kate Micucci","Matthew Lillard","Frank Welker"
"548",547,548,"Be Cool, Scooby-Doo!","Boomerang","2","World of Witchcraft",3.3,134.89,"2018-03-15",22,"Serie","Demon of Salem","Male","Mythical","Demon","Demon","False",1,"False","False","False","False","False","True","True","True","True","True","False","False","False","False","False","False","False","False","False","False","False","True","False","","Rural","Massachusetts",4,"False","True","Mrs. Baker,Carl Baker","Male,Female",2,"Theft","","","False","0",0,1,0,0,0,0,0,0,0,0,0,"False","False","False","False","False","Frank Welker","Grey DeLisle","Kate Micucci","Matthew Lillard","Frank Welker"
"549",548,549,"Be Cool, Scooby-Doo!","Boomerang","2","Professor Huh? Part 1",5.1,184.77,"2018-03-16",22,"Serie","Professor Huh?","Male","Disguised","Random","Human","False",1,"False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","","Urban","United States",5,"","","","",0,"","","","False","0",2,0,0,0,0,0,0,0,0,0,0,"False","False","False","False","False","Frank Welker","Grey DeLisle","Kate Micucci","Matthew Lillard","Frank Welker"
"550",549,550,"Be Cool, Scooby-Doo!","Boomerang","2","Professor Huh? Part 6 3/4",5.5,171.16,"2018-03-17",22,"Serie","Professor Huh?","Male","Disguised","Random","Human","False",1,"False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","Urban","United States",3,"False","True","Rose,Rose Henchman,Rose Henchman","Female,Male, Male",3,"Competition","","","True","0",0,0,0,0,0,0,0,1,0,0,0,"False","False","False","False","False","Frank Welker","Grey DeLisle","Kate Micucci","Matthew Lillard","Frank Welker"
"551",550,551,"Be Cool, Scooby-Doo!","Boomerang","2","Pizza O'Possumm's",4.9,180.86,"2018-03-18",11,"Serie","Pizza O'Possum","Male","Mechanical","Robot","Rat","False",1,"False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","Urban","United States",3,"False","False","Lydia","Female",1,"Competition","you meddling grown-ups","","False","0",0,0,0,0,0,0,0,0,0,0,0,"False","False","False","False","False","Frank Welker","Grey DeLisle","Kate Micucci","Matthew Lillard","Frank Welker"
"552",551,552,"Be Cool, Scooby-Doo!","Boomerang","2","The Curse of Half-Beard's Booty",3.3,120.07,"2018-03-18",11,"Serie","Half-Beard's Ghost","Male","Ghost","Pirate","Human","False",1,"False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","","Cave","United States",3,"False","True","Dr.Cutler,Oft-Injured Willy,Karen","Male,Male,Female",3,"Treasure","","","False","0",0,0,0,0,0,0,0,1,0,0,0,"False","False","False","False","False","Frank Welker","Grey DeLisle","Kate Micucci","Matthew Lillard","Frank Welker"
"553",552,553,"Supernatural","The CW","Crossover","Scoobynatural",3.5,133.4,"2018-03-29",42,"CrossOver","Phantasm,Ghost Kid","Male,Male","Undead,Undead","Phantasm,Ghost","Human,Human","True",2,"False","False","False","False","True","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","Rural","United States",6,"False","True","Jay","Male",1,"Competition","those meddling kids","","True","0",1,1,0,2,2,0,0,1,0,0,0,"False","False","False","False","False","Frank Welker","Grey DeLisle","Kate Micucci","Matthew Lillard","Frank Welker"
"554",553,554,"Warner Home Video","Warner Home Video","Movie","Daphne & Velma",5.2,187.45,"2018-05-22",75,"Movie","","","","","","",0,"","False","False","","","","False","False","","","","False","False","","","","False","False","","","False","False","False","","Urban","California",11,"False","True","Carol,Tobias Bloom","Female,Male",2,"Theft","you meddling kids","","False","0",NA,NA,NA,0,3,0,0,NA,NA,NA,NA,"False","False","False","False","False","","Sarah Jeffery","Sarah Gilman","",""
"555",554,555,"Warner Home Video","Warner Home Video","Movie","Scooby-Doo! and the Gourmet Ghost",4.2,152.74,"2018-09-11",77,"Movie","Red Ghost","Male","Ghost","Phantom","Human","False",1,"False","False","False","False","False","False","False","False","False","False","True","False","True","False","False","False","False","False","False","False","False","True","False","True","Rural","Rhode Island",11,"False","True","Henry Metcalf","Male",1,"Competition","","","True","0",0,0,0,2,0,1,0,2,0,1,1,"False","False","False","False","False","Frank Welker","Grey DeLisle","Kate Micucci","Matthew Lillard","Frank Welker"
"556",555,556,"OK K.O.!","Cartoon Network","Crossover","Monster Party",4.5,158.89,"2018-10-01",11,"CrossOver","Living Tree","Male","Plant","Tree","Tree","True",1,"","","","","","","","","","","","","","","","","","","","","False","False","True","","Rural","United States",0,"","","","",0,"","","","False","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False","False","False","False","False","","","","",""
"557",556,557,"Warner Home Video","Warner Home Video","Movie","Scooby-Doo! and the Curse of the 13th Ghost",6,200.36,"2019-02-05",82,"Movie","Asmodeus","Male","Mythical","Demon","Demon","False",1,"False","True","False","False","False","False","False","False","False","False","False","True","False","False","False","True","False","False","False","False","False","False","False","","Mountain","Tibet",4,"False","True","Mortifer Quinch","Male",1,"Treasure","you meddling kids","","False","4",0,0,0,0,2,1,0,3,0,0,1,"False","False","False","False","False","Frank Welker","Grey DeLisle","Kate Micucci","Matthew Lillard","Frank Welker"
"558",557,558,"Scooby-Doo and Guess Who?","Boomerang","1","Revenge of the Swamp Monster",5.3,190.48,"2019-06-27",22,"Serie","Swamp Monster","Male","Animal","Humanoid","Swamp-Monster","False",1,"True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","True","Swamp","Florida",5,"False","True","Caddy","Male",1,"Competition","meddling basketball leggendand assist king and bowling aficionado Christ Paul","caddy legend, Shaggy Rodgers","False","0",0,1,0,0,0,0,0,0,0,0,1,"False","False","False","False","False","Frank Welker","Grey DeLisle","Kate Micucci","Matthew Lillard","Frank Welker"
"559",558,559,"Scooby-Doo and Guess Who?","Boomerang","1","A Mystery Solving Gang Divided",6.6,213.72,"2019-07-02",22,"Serie","Civil War Zombie Ghosts","Male","Ghost","Soldier","Human","False",1,"False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False","False","Rural","Pennsylvania",2,"False","True","Jebb","Male",1,"Treasure","you meddling kids, uh, all 10 of you","","False","0",0,0,0,0,1,0,0,1,0,0,1,"False","False","False","False","False","Frank Welker","Grey DeLisle","Kate Micucci","Matthew Lillard","Frank Welker"
"560",559,560,"Scooby-Doo and Guess Who?","Boomerang","1","Peebles' Pet Show of Terrible Terrors!",5.7,180.64,"2019-07-11",22,"Serie","Fish Monster","Male","Animal","Humanoid","Fish","False",1,"False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","True","False","True","False","False","False","True","False","","Urban","United States",1,"True","True","Mr. Peebles","Male",1,"Competition","you meddling kids","Wanda Sykes, and Magilla Gorilla","False","1 box",0,1,0,0,0,0,0,2,0,0,1,"False","False","False","False","False","Frank Welker","Grey DeLisle","Kate Micucci","Matthew Lillard","Frank Welker"
"561",560,561,"Scooby-Doo and Guess Who?","Boomerang","1","Elementary, My Dear Shaggy!",8.3,248.14,"2019-07-18",22,"Serie","Screaming Skulls of London","Male","Ghost","Skulls","Skull","False",1,"True","False","False","False","False","True","True","True","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","Urban","England",3,"False","True","Security Gaurd,Beefeater","Male,Male",2,"Theft","you meddling dustbin lids","","True","0",0,0,0,0,0,0,0,1,0,0,0,"False","False","False","False","False","Frank Welker","Grey DeLisle","Kate Micucci","Matthew Lillard","Frank Welker"
"562",561,562,"Warner Home Video","Warner Home Video","Movie","Scooby-Doo! Return to Zombie Island",4.3,160.01,"2019-07-21",80,"Movie","Zombies,Werecat Simone Lenoir,Werecat Lena Dupree,Werecat Jacques,Werecat","Male,Female,Female,Male,Male","Undead,Animal,Animal,Animal,Animal","Zombie,Werecat,Werecat,Werecat,Werecat","Human,Werecat,Werecat,Werecat,Werecat","False",5,"True","True","True","True","True","False","False","False","False","False","True","True","True","False","False","False","False","False","False","False","False","False","False","True","Swamp","Louisiana",12,"False","True","Jack,Linda,Mona,Alan Smithee,Ferry Captain,Male Greeter,Female Greeter","Male,Female,Female,Male,Male,Male,Female",7,"Treasure","you-you meddling whipper-snappers","","True","2",0,1,1,1,0,0,0,0,0,0,1,"False","False","False","False","False","Frank Welker","Grey DeLisle","Kate Micucci","Matthew Lillard","Frank Welker"
"563",562,563,"Scooby-Doo and Guess Who?","Boomerang","1","Ollie Ollie In-Come Free!",5.9,204.88,"2019-07-25",23,"Serie","Cat Mummy","Male","Undead","Mummy","Cat","False",1,"False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","True","False","False","Urban","England",3,"False","True","Antique Dealer","Male",1,"Theft","you meddling kids","comedy legend Ricky Gervais","True","0",0,1,1,0,0,1,0,1,0,0,1,"False","False","False","False","False","Frank Welker","Grey DeLisle","Kate Micucci","Matthew Lillard","Frank Welker"
"564",563,564,"Scooby-Doo and Guess Who?","Boomerang","1","The Scooby of a Thousand Faces!",5.3,177.4,"2019-08-01",22,"Serie","Minotaur","Male","Mythical","Minotaur","Minotaur","False",1,"False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","True","False","False","Rural","Greece",2,"False","True","Curator","Male",1,"Treasure","you meddling kids","Wonder Woman","False","0",0,1,0,0,0,0,0,2,0,0,1,"False","False","False","False","False","Frank Welker","Grey DeLisle","Kate Micucci","Matthew Lillard","Frank Welker"
"565",564,565,"Scooby-Doo and Guess Who?","Boomerang","1","The Cursed Cabinet of Professor Madds Markson",5.2,203.91,"2019-08-08",22,"Serie","Ghost of Madds Markson,Madds Markson Monster","Male,Male","Undead,Animal","Ghost,Mutant","Human,Bunny","False",2,"False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","Urban","Nevada",3,"True","False","Teller","Male",1,"Entertainment","you meddling kids","Penn being so hard to fool","False","0",0,0,0,0,1,1,0,0,0,0,0,"False","False","False","False","False","Frank Welker","Grey DeLisle","Kate Micucci","Matthew Lillard","Frank Welker"
"566",565,566,"Scooby-Doo and Guess Who?","Boomerang","1","When Urkel-Bots Go Bad!",5.4,180.85,"2019-08-15",22,"Serie","Technomancer","Male","Magician","Technomancer","Human","False",1,"False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","True","False","False","False","False","True","False","True","Urban","Illinois",4,"False","True","Janitor","Female",1,"Natural Resource","you meddling kids","super-nerd Steven Quincy Urkel","False","several",0,0,0,1,0,2,0,2,0,0,0,"False","False","False","False","False","Frank Welker","Grey DeLisle","Kate Micucci","Matthew Lillard","Frank Welker"
"567",566,567,"Scooby-Doo and Guess Who?","Boomerang","1","The Fastest Food Fiend!",5.7,201.31,"2019-08-22",23,"Serie","Spectral Speedster","Male","Ghost","Humanoid","Monster","False",1,"True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","Rural","United States",3,"False","True","Bill Tally","Male",1,"Competition","you meddling kids","comedy legend Jim Gaffigan","True","0",0,1,1,1,1,0,0,2,0,0,0,"False","False","False","False","False","Frank Welker","Grey DeLisle","Kate Micucci","Matthew Lillard","Frank Welker"
"568",567,568,"Scooby-Doo and Guess Who?","Boomerang","1","Attack of the Weird Al-Osaurus!",4.3,159.5,"2019-08-29",23,"Serie","Dinosaur,Dinosaur","Male,Male","Animal,Animal","Allosaurus,Ceratosarus","Dinosaur,Dinosaur","False",2,"False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","Forest","United States",4,"False","True","Pete,Pete","Male,Male",2,"Natural Resource","you meddling kids, eh","musical styles of Weird Al Yanovic","False","0",0,0,0,2,1,0,0,3,0,0,0,"False","False","False","False","False","Frank Welker","Grey DeLisle","Kate Micucci","Matthew Lillard","Frank Welker"
"569",568,569,"Scooby-Doo and Guess Who?","Boomerang","1","Now You Sia, Now You Don't!",5.9,215.79,"2019-09-05",22,"Serie","Sia Doppelganger","Female","Disguised","Sia","Human","False",1,"False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False","True","Urban","California",5,"False","True","Sia's Trainer","Female",1,"Theft","you meddling kids, eh","famous sing songwriter Sia","False","0",0,0,1,3,2,1,0,2,0,0,1,"False","False","False","False","False","Frank Welker","Grey DeLisle","Kate Micucci","Matthew Lillard","Frank Welker"
"570",569,570,"Scooby-Doo and Guess Who?","Boomerang","1","Quit Clowning!",4.4,147.13,"2019-09-12",23,"Serie","Pazzo the Ghost Clown","Male","Ghost","Clown","Human","False",1,"False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False","False","Urban","Georgia",4,"False","True","A.J. Dobbs","Male",1,"Competition","you meddling-","","False","0",0,0,0,0,2,1,0,2,0,0,1,"False","False","False","False","False","Frank Welker","Grey DeLisle","Kate Micucci","Matthew Lillard","Frank Welker"
"571",570,571,"Scooby-Doo and Guess Who?","Boomerang","1","What a Night, for a Dark Knight",5.8,196.41,"2019-09-19",22,"Serie","Man-Bat","Male","Animal","Humanoid","Bat","False",1,"False","False","False","True","True","True","True","True","True","True","False","False","False","False","False","True","False","False","False","False","False","False","False","False","Urban","United States",3,"True","True","Joker","Male",1,"Theft","you meddling kids","and your talking dog, oh and Batman of course","True","3",1,1,1,2,0,1,0,4,0,0,1,"True","False","False","False","False","Frank Welker","Grey DeLisle","Kate Micucci","Matthew Lillard","Frank Welker"
